atomic_number,mass,abundance,mass_number,mass_uncertainty,is_radioactive,half_life,half_life_unit,spin,g_factor,quadrupole_moment,parity,discovery_year,g_factor_uncertainty,abundance_uncertainty,half_life_uncertainty,quadrupole_moment_uncertainty
"67",158.927718683,,"159",3.268e-06,"1",33.05,minute,7/2,1.22000002861023,3.26999998092651,"-","1958",0.00857142824679613,,0.11,0.129999995231628
"68",158.93069079,,"159",3.91e-06,"1",36,minute,3/2,-0.202000007033348,1.16999995708466,"-","1962",0.00133333343546838,,1,0.00999999977648258
"69",158.934975,,"159",3e-05,"1",9.13,minute,5/2,1.36800003051758,1.92999994754791,"+","1971",0.0120000001043081,,0.16,0.0700000002980232
"70",158.940060257,,"159",1.8874e-05,"1",1.67,minute,5/2,-0.145999997854233,-0.219999998807907,,"1975",0.00320000015199184,,0.09,0.0199999995529652
"71",158.946635615,,"159",4.0433e-05,"1",12.1,sec,1/2,,0,"+","1980",,,1,0
"72",158.953995837,,"159",1.8049e-05,"1",5.2,sec,7/2,,,"-","1973",,,0.1,
"73",158.963028046,,"159",2.1137e-05,"1",1.04,sec,1/2,,0,"+","1979",,,0.09,0
"74",158.972696,,"159",0.000322,"1",8.2,msec,7/2,,,"-","1981",,,0.7,
"75",158.984106,,"159",0.000327,"1",,usec,1/2,,0,"+","2006",,,,0
"59",159.961138,,"160",0.000429,"1",170,msec,"1",,,"+","2017",,,140,
"60",159.949839172,,"160",5e-05,"1",439,msec,"0",0,0,"+","1985",0,,37,0
"61",159.943215272,,"160",2.2e-06,"1",725,msec,"6",,,"-","2012",,,57,
"62",159.935337032,,"160",2.1e-06,"1",9.6,sec,"0",0,0,"+","1986",0,,0.3,0
"63",159.931836982,,"160",9.7e-07,"1",42.6,sec,"5",,,"-","1973",,,0.5,
"64",159.927061202,21.86,"160",1.206e-06,"0",,,"0",0,0,"+","1933",0,0.03,,0
"65",159.927174553,,"160",1.191e-06,"1",72.3,day,"3",0.565999984741211,3.84999990463257,"-","1943",0.00266666687093675,,0.2,0.0499999970197678
"66",159.925203578,2.329,"160",7.51e-07,"0",,,"0",0,0,"+","1938",0,0.018,,0
"67",159.928735538,,"160",1.612e-05,"1",25.6,minute,"5",0.740000009536743,4,"+","1950",0.00600000005215406,,0.3,0.200000002980232
"68",159.929077193,,"160",2.6029e-05,"1",28.58,hour,"0",0,0,"+","1954",0,,0.09,0
"69",159.935264177,,"160",3.5089e-05,"1",9.4,minute,"1",0.159999996423721,0.579999983310699,"-","1970",0.0199999995529652,,0.3,0.0399999991059303
"70",159.93755921,,"160",5.9e-06,"1",4.8,minute,"0",0,0,"+","1967",0,,0.2,0
"71",159.946033,,"160",6.1e-05,"1",36.1,sec,"2",,,"-","1979",,,0.3,
"72",159.950682728,,"160",1.0241e-05,"1",13.6,sec,"0",0,0,"+","1973",0,,0.2,0
"73",159.961541678,,"160",5.831e-05,"1",1.7,sec,"2",,,,"1979",,,0.2,
"74",159.968513946,,"160",0.000160828,"1",90,msec,"0",0,0,"+","1979",0,,5,0
"75",159.98188,,"160",0.000322,"1",611,usec,"4",,,"-","1992",,,7,
"59",160.965121,,"161",0.000537,"1",,msec,3/2,,,"-","2018",,,,
"60",160.954664,,"161",0.000429,"1",215,msec,1/2,,0,"-","2012",,,76,0
"61",160.946229837,,"161",9.7e-06,"1",1.05,sec,5/2,,,"-","2012",,,0.15,
"62",160.939160062,,"161",7.318e-06,"1",4.8,sec,7/2,,,"+","1998",,,0.4,
"63",160.933663991,,"161",1.1164e-05,"1",26.2,sec,5/2,,,"+","1986",,,2.3,
"64",160.929676267,,"161",1.614e-06,"1",3.646,minute,5/2,,,"-","1949",,,0.003,
"65",160.927576806,,"161",1.308e-06,"1",6.948,day,3/2,1.46666669845581,1.29999995231628,"+","1949",0.0666666701436043,,0.005,0.600000023841858
"66",160.926939425,18.889,"161",7.48e-07,"0",,,5/2,-0.191599994897842,2.50999999046326,"+","1934",0.00120000005699694,0.042,,0.0199999995529652
"67",160.927861815,,"161",2.309e-06,"1",2.48,hour,7/2,1.21142852306366,3.29999995231628,"-","1954",0.00857142824679613,,0.05,0.109999999403954
"68",160.93000353,,"161",9.419e-06,"1",3.21,hour,3/2,-0.242666661739349,1.36300003528595,"-","1954",0.0020000000949949,,0.03,0.00800000037997961
"69",160.933549,,"161",3e-05,"1",30.2,minute,7/2,0.685714304447174,2.90000009536743,"+","1959",0.00571428565308452,,0.8,0.0700000002980232
"70",160.937912384,,"161",1.6211e-05,"1",4.2,minute,3/2,-0.21733333170414,1.02999997138977,"-","1974",0.0053333337418735,,0.2,0.0199999995529652
"71",160.943572,,"161",3e-05,"1",77,sec,1/2,0.444000005722046,0,,"1973",0.00600000005215406,,2,0
"72",160.950277927,,"161",2.5174e-05,"1",18.4,sec,7/2,,,"-","1973",,,0.4,
"73",160.958369489,,"161",2.6174e-05,"1",,sec,1/2,,0,"+","1979",,,,0
"74",160.967249,,"161",0.000215,"1",409,msec,7/2,,,"-","1973",,,16,
"75",160.977624313,,"161",0.00016093,"1",440,usec,1/2,,0,"+","1979",,,1,0
"76",160.989054,,"161",0.000429,"1",640,usec,7/2,,,"-","2010",,,60,
"60",161.958121,,"162",0.000429,"1",310,msec,"0",0,0,"+","2012",0,,200,0
"61",161.950574,,"162",0.000322,"1",630,msec,"2",,,"+","2012",,,180,
"62",161.941621687,,"162",3.782e-06,"1",2.7,sec,"0",0,0,"+","2005",0,,0.3,0
"63",161.936958329,,"162",1.41e-06,"1",,sec,"1",,,"+","1987",,,,
"64",161.930991812,,"162",4.254e-06,"1",8.4,minute,"0",0,0,"+","1967",0,,0.2,0
"65",161.9292754,,"162",2.2e-06,"1",7.6,minute,"1",,,"-","1965",,,0.15,
"66",161.926804507,25.475,"162",7.46e-07,"0",,,"0",0,0,"+","1934",0,0.036,,0
"67",161.929102543,,"162",3.33e-06,"1",15,minute,"1",2.3199999332428,,"+","1957",0.0299999993294477,,1,
"68",161.928787299,0.139,"162",8.11e-07,"0",,,"0",0,0,"+","1938",0,0.005,,0
"69",161.934001211,,"162",2.7974e-05,"1",21.7,minute,"1",0.068000003695488,0.689999997615814,"-","1963",0.00800000037997961,,0.19,0.0299999993294477
"70",161.935779342,,"162",1.6213e-05,"1",18.87,minute,"0",0,0,"+","1963",0,,0.19,0
"71",161.943282776,,"162",8.0554e-05,"1",1.37,minute,"1",0.0551000013947487,0.518999993801117,"-","1978",0.00109999999403954,,0.02,0.00800000037997961
"72",161.947215526,,"162",9.61e-06,"1",39.4,sec,"0",0,0,"+","1982",0,,0.9,0
"73",161.957292907,,"162",6.7979e-05,"1",3.57,sec,"3",,,"-","1985",,,0.12,
"74",161.963500341,,"162",1.8955e-05,"1",1.19,sec,"0",0,0,"+","1973",0,,0.12,0
"75",161.975896,,"162",0.000215,"1",107,msec,"2",,,,"1979",,,13,
"76",161.984434,,"162",0.000322,"1",2.1,msec,"0",0,0,"+","1989",0,,0.1,0
"60",162.963414,,"163",0.000537,"1",,msec,5/2,,,"-","2018",,,,
"61",162.953881,,"163",0.000429,"1",255,msec,5/2,,,"-","2012",,,25,
"62",162.945679085,,"163",7.9e-06,"1",1.3,sec,1/2,,0,"-","2012",,,0.5,0
"63",162.93926551,,"163",9.7e-07,"1",7.7,sec,5/2,,,"+","2007",,,0.4,
"64",162.93409664,,"163",8.55e-07,"1",68,sec,7/2,,,"+","1982",,,3,
"65",162.930653609,,"163",4.358e-06,"1",19.5,minute,3/2,,,"+","1966",,,0.3,
"66",162.928737221,24.896,"163",7.44e-07,"0",,,5/2,0.268400013446808,2.65000009536743,"-","1934",0.00160000007599592,0.042,,0.0199999995529652
"67",162.92874026,,"163",7.44e-07,"1",4.57,kyear,7/2,1.20571422576904,3.70000004768372,"-","1957",0.011428571306169,,0.025,0.600000023841858
"68",162.930039908,,"163",4.967e-06,"1",75,minute,5/2,0.222399994730949,2.55999994277954,"-","1953",0.00160000007599592,,0.4,0.0199999995529652
"69",162.932658282,,"163",5.92e-06,"1",1.81,hour,1/2,-0.164000004529953,0,"+","1959",0.0020000000949949,,0.005,0
"70",162.936345406,,"163",1.6215e-05,"1",11.05,minute,3/2,-0.248666658997536,1.24000000953674,"-","1967",0.0053333337418735,,0.35,0.0199999995529652
"71",162.941179,,"163",3e-05,"1",3.97,minute,1/2,0.153400003910065,0,,"1979",0.00199999986216426,,0.13,0
"72",162.947107211,,"163",2.7582e-05,"1",40,sec,5/2,,,"-","1982",,,0.6,
"73",162.954337194,,"163",4.086e-05,"1",10.6,sec,1/2,,0,"+","1985",,,1.8,0
"74",162.962524251,,"163",6.2722e-05,"1",2.63,sec,7/2,,,"-","1973",,,0.09,
"75",162.972085434,,"163",1.9897e-05,"1",390,msec,1/2,,0,"+","1979",,,70,0
"76",162.982462,,"163",0.000322,"1",5.7,msec,7/2,,,"-","1981",,,0.5,
"77",162.994299,,"163",0.000429,"0",,,1/2,,0,"+",,,,,0
"61",163.958819,,"164",0.000429,"1",,msec,"5",,,"-","2018",,,,
"62",163.948550061,,"164",4.4e-06,"1",1.43,sec,"0",0,0,"+","2012",0,,0.24,0
"63",163.942852943,,"164",2.219e-06,"1",4.16,sec,"3",,,"-","2007",,,0.19,
"64",163.935916193,,"164",1.073e-06,"1",45,sec,"0",0,0,"+","1988",0,,3,0
"65",163.933327561,,"164",2e-06,"1",3,minute,"5",,,"+","1968",,,0.1,
"66",163.929180819,28.26,"164",7.46e-07,"0",,,"0",0,0,"+","1934",0,0.054,,0
"67",163.930240548,,"164",1.492e-06,"1",28.8,minute,"1",,,"+","1938",,,0.5,
"68",163.929207739,1.601,"164",7.55e-07,"0",,,"0",0,0,"+","1938",0,0.003,,0
"69",163.933538019,,"164",2.6845e-05,"1",2,minute,"1",2.36999988555908,0.709999978542328,"+","1960",0.0299999993294477,,0.1,0.0499999970197678
"70",163.934500743,,"164",1.6217e-05,"1",75.8,minute,"0",0,0,"+","1960",0,,1.7,0
"71",163.941339,,"164",3e-05,"1",3.14,minute,"1",0.058899998664856,0.607999980449677,"-","1977",0.00109999999403954,,0.03,0.00700000021606684
"72",163.944370709,,"164",1.6975e-05,"1",111,sec,"0",0,0,"+","1981",0,,8,0
"73",163.953534,,"164",3e-05,"1",14.2,sec,"3",,,"+","1982",,,0.3,
"74",163.958952445,,"164",1.0384e-05,"1",6.3,sec,"0",0,0,"+","1973",0,,0.2,0
"75",163.970507122,,"164",5.8566e-05,"1",719,msec,"2",,,,"1979",,,89,
"76",163.978073158,,"164",0.000160927,"1",21,msec,"0",0,0,"+","1981",0,,1,0
"77",163.991966,,"164",0.000339,"1",,msec,"2",,,"-",,,,,
"61",164.96278,,"165",0.000537,"1",,msec,5/2,,,"-","2018",,,,
"62",164.95329,,"165",0.000429,"1",980,msec,5/2,,,"-","2012",,,210,
"63",164.94554007,,"165",5.596e-06,"1",2.53,sec,5/2,,,"+","2007",,,0.25,
"64",164.93931708,,"165",1.4e-06,"1",11.6,sec,1/2,,0,"-","1998",,,1,0
"65",164.934955198,,"165",1.654e-06,"1",2.11,minute,3/2,,,"+","1983",,,0.1,
"66",164.931709402,,"165",7.48e-07,"1",2.332,hour,7/2,-0.148000001907349,3.48000001907349,"+","1935",0.00171428569592535,,0.004,0.0700000002980232
"67",164.930329116,100,"165",8.44e-07,"0",,,7/2,1.18857133388519,3.57999992370605,"-","1934",0.00857142824679613,0,,0.0199999995529652
"68",164.930733482,,"165",9.85e-07,"1",10.36,hour,5/2,0.256399989128113,2.71000003814697,"-","1950",0.00160000007599592,,0.04,0.0299999993294477
"69",164.932441843,,"165",1.779e-06,"1",30.06,hour,1/2,-0.277999997138977,0,"+","1953",0.00400000018998981,,0.03,0
"70",164.935270241,,"165",2.849e-05,"1",9.9,minute,5/2,0.190799996256828,2.48000001907349,"-","1964",0.00320000015199184,,0.3,0.0399999991059303
"71",164.939406758,,"165",2.849e-05,"1",10.74,minute,1/2,-0.0487999990582466,0,"+","1973",0.00059999997029081,,0.1,0
"72",164.944567,,"165",3e-05,"1",76,sec,5/2,,,"-","1981",,,4,
"73",164.950780287,,"165",1.4571e-05,"1",31,sec,1/2,,0,"+","1982",,,1.5,0
"74",164.958280663,,"165",2.7649e-05,"1",5.1,sec,5/2,,,"-","1975",,,0.5,
"75",164.967085831,,"165",2.5328e-05,"1",1.6,sec,1/2,,0,"+","1981",,,0.6,0
"76",164.976654,,"165",0.000215,"1",71,msec,7/2,,,"-","1978",,,3,
"77",164.987552,,"165",0.00017,"1",,nsec,1/2,,0,"+",,,,,0
"78",164.999658,,"165",0.000429,"1",370,usec,7/2,,,"-","2019",,,180,
"62",165.956575,,"166",0.000429,"1",800,msec,"0",0,0,"+","2017",0,,630,0
"63",165.949813,,"166",0.000107,"1",1.24,sec,"0",0,0,"-","2007",0,,0.12,0
"64",165.941630413,,"166",1.7e-06,"1",5.1,sec,"0",0,0,"+","2005",0,,0.8,0
"65",165.937939727,,"166",1.57e-06,"1",27.1,sec,"1",,,"-","1996",,,1.5,
"66",165.93281281,,"166",8.62e-07,"1",81.6,hour,"0",0,0,"+","1949",0,,0.1,0
"67",165.932291209,,"166",8.44e-07,"1",26.812,hour,"0",0,0,"-","1936",0,,0.007,0
"68",165.930301067,33.503,"166",3.58e-07,"0",,,"0",0,0,"+","1934",0,0.036,,0
"69",165.933562136,,"166",1.2401e-05,"1",7.7,hour,"2",0.0463000014424324,2.14000010490417,"+","1948",0.000349999987520278,,0.03,0.0299999993294477
"70",165.933876439,,"166",7.515e-06,"1",56.7,hour,"0",0,0,"+","1954",0,,0.1,0
"71",165.939859,,"166",3.2e-05,"1",2.65,minute,"6",0.483833342790604,4.32999992370605,"-","1969",0.0020000000949949,,0.1,0.0399999991059303
"72",165.94218,,"166",3e-05,"1",6.77,minute,"0",0,0,"+","1965",0,,0.3,0
"73",165.950512,,"166",3e-05,"1",34.4,sec,"2",,,,"1977",,,0.5,
"74",165.955031952,,"166",1.0159e-05,"1",19.2,sec,"0",0,0,"+","1975",0,,0.6,0
"75",165.965821216,,"166",9.4731e-05,"1",2.25,sec,"7",,,"+","1978",,,0.21,
"76",165.972698135,,"166",1.9287e-05,"1",213,msec,"0",0,0,"+","1977",0,,5,0
"77",165.985716,,"166",0.000215,"1",10.5,msec,"2",,,,"1981",,,2.2,
"78",165.994866,,"166",0.000322,"1",294,usec,"0",0,0,"+","1996",0,,62,0
"62",166.962072,,"167",0.000537,"1",,msec,7/2,,,"-","2018",,,,
"63",166.953011,,"167",0.000429,"1",1.33,sec,5/2,,,"+","2012",,,0.51,
"64",166.945490012,,"167",5.596e-06,"1",4.2,sec,5/2,,,"-","2012",,,0.3,
"65",166.940007046,,"167",2.071e-06,"1",18.9,sec,3/2,,,"+","1999",,,1.6,
"66",166.935682415,,"167",4.3e-06,"1",6.2,minute,1/2,,0,"-","1960",,,0.08,0
"67",166.933140254,,"167",5.57e-06,"1",3.1,hour,7/2,,,"-","1955",,,0.1,
"68",166.932056192,22.869,"167",3.06e-07,"0",,,7/2,-0.160657152533531,3.5699999332428,"+","1934",0.000114285714516882,0.009,,0.0299999993294477
"69",166.932857206,,"167",1.35e-06,"1",9.25,day,1/2,-0.393999993801117,0,"+","1948",0.00400000018998981,,0.02,0
"70",166.934954069,,"167",4.251e-06,"1",17.5,minute,5/2,0.248400002717972,2.70000004768372,"-","1954",0.00320000015199184,,0.2,0.0399999991059303
"71",166.938243,,"167",4e-05,"1",51.5,minute,7/2,0.66228574514389,3.27999997138977,"+","1958",0.00114285724703223,,1,0.0199999995529652
"72",166.9426,,"167",3e-05,"1",2.05,minute,5/2,,,,"1969",,,0.05,
"73",166.948093,,"167",3e-05,"1",1.33,minute,3/2,,,"+","1982",,,0.07,
"74",166.95481108,,"167",2.0078e-05,"1",19.9,sec,5/2,,,"-","1985",,,0.5,
"75",166.962604,,"167",4.3e-05,"1",3.4,sec,9/2,,,"-","1992",,,0.4,
"76",166.971552304,,"167",8.6841e-05,"1",839,msec,7/2,,,"-","1977",,,5,
"77",166.981671973,,"167",1.9694e-05,"1",29.3,msec,1/2,,0,"+","1981",,,0.6,0
"78",166.99275,,"167",0.000329,"1",915,usec,7/2,,,"-","1996",,,123,
"62",167.966033,,"168",0.000322,"1",,msec,"0",0,0,"+","2018",0,,,0
"63",167.957863,,"168",0.000429,"1",200,msec,"6",,,"-","2012",,,100,
"64",167.948309,,"168",0.000322,"1",3.03,sec,"0",0,0,"+","1985",0,,0.16,0
"65",167.943337074,,"168",4.5e-06,"1",9.4,sec,"4",,,"-","1999",,,0.4,
"66",167.937134977,,"168",0.000150303,"1",8.7,minute,"0",0,0,"+","1982",0,,0.3,0
"67",167.935523766,,"168",3.2207e-05,"1",2.99,minute,"3",,,"+","1960",,,0.07,
"68",167.932378282,26.978,"168",2.8e-07,"0",,,"0",0,0,"+","1934",0,0.018,,0
"69",167.934178457,,"168",1.8e-06,"1",93.1,day,"3",0.0756666660308838,3.23000001907349,"+","1949",0.00366666703484952,,0.2,0.0700000002980232
"70",167.933891297,0.123,"168",1e-07,"0",,,"0",0,0,"+","1938",0,0.003,,0
"71",167.938729798,,"168",4.0766e-05,"1",5.5,minute,"6",0.501166641712189,4.76999998092651,"-","1960",0.00416666688397527,,0.1,0.0599999986588955
"72",167.940568,,"168",3e-05,"1",25.95,minute,"0",0,0,"+","1961",0,,0.2,0
"73",167.948047,,"168",3e-05,"1",2,minute,"3",,,"+","1969",,,0.1,
"74",167.951805459,,"168",1.4233e-05,"1",50.9,sec,"0",0,0,"+","1971",0,,1.9,0
"75",167.961572607,,"168",3.3087e-05,"1",4.4,sec,"7",,,"+","1992",,,0.1,
"76",167.96779905,,"168",1.0631e-05,"1",2.1,sec,"0",0,0,"+","1977",0,,0.1,0
"77",167.979960978,,"168",5.9277e-05,"1",230,msec,"2",,,,"1978",,,50,
"78",167.988180196,,"168",0.00016096,"1",2.02,msec,"0",0,0,"+","1981",0,,0.1,0
"79",168.002716,,"168",0.000429,"0",,,,,,,,,,,
"63",168.961717,,"169",0.000537,"1",,msec,5/2,,,"+","2018",,,,
"64",168.952882,,"169",0.000429,"1",750,msec,7/2,,,"-","2012",,,210,
"65",168.945807,,"169",0.000322,"1",5.13,sec,3/2,,,"+","2012",,,0.32,
"66",168.940315231,,"169",0.000322781,"1",39,sec,5/2,,,,"1990",,,8,
"67",168.93687989,,"169",2.1522e-05,"1",4.72,minute,7/2,,,"-","1963",,,0.1,
"68",168.934598444,,"169",3.26e-07,"1",9.392,day,1/2,0.96560001373291,0,"-","1956",0.0007999999797903,,0.018,0
"69",168.934218956,100,"169",7.92e-07,"0",,,1/2,-0.462000012397766,0,"+","1934",0.00300000002607703,0,,0
"70",168.935184208,,"169",1.91e-07,"1",32.014,day,7/2,-0.18085715174675,3.53999996185303,"+","1946",0.00228571449406445,,0.005,0.0599999986588955
"71",168.937645845,,"169",3.226e-06,"1",34.06,hour,7/2,0.653714299201965,3.48000001907349,"+","1955",0.00114285724703223,,0.05,0.0299999993294477
"72",168.941259,,"169",3e-05,"1",3.24,minute,5/2,,,"-","1969",,,0.04,
"73",168.946011,,"169",3e-05,"1",4.9,minute,5/2,,,"+","1969",,,0.4,
"74",168.951778689,,"169",1.6571e-05,"1",74,sec,5/2,,,"-","1985",,,6,
"75",168.958765979,,"169",1.2204e-05,"1",8.1,sec,9/2,,,"-","1978",,,0.5,
"76",168.967017521,,"169",2.7847e-05,"1",3.46,sec,5/2,,,"-","1972",,,0.11,
"77",168.976281743,,"169",2.502e-05,"1",353,msec,1/2,,0,"+","1978",,,4,0
"78",168.986619,,"169",0.000215,"1",6.99,msec,7/2,,,"-","1981",,,0.09,
"79",168.99808,,"169",0.00032,"1",,usec,1/2,,0,"+",,,,,0
"63",169.96687,,"170",0.000537,"0",,,,,,,,,,,
"64",169.956146,,"170",0.000537,"1",420,msec,"0",0,0,"+","2012",0,,130,0
"65",169.949855,,"170",0.000322,"1",960,msec,"2",,,"-","2012",,,78,
"66",169.94234,,"170",0.000215,"1",54.9,sec,"0",0,0,"+","2010",0,,8,0
"67",169.939626548,,"170",5.3697e-05,"1",2.76,minute,"6",,,"+","1960",,,0.05,
"68",169.935471933,14.91,"170",1.488e-06,"0",,,"0",0,0,"+","1934",0,0.036,,0
"69",169.935807093,,"170",7.85e-07,"1",128.6,day,"1",0.246999993920326,0.740000009536743,"+","1936",0.00400000018998981,,0.3,0.0199999995529652
"70",169.934767242,2.982,"170",1.1e-08,"0",,,"0",0,0,"+","1938",0,0.039,,0
"71",169.93847923,,"170",1.8081e-05,"1",2.012,day,"0",0,0,"+","1951",0,,0.03,0
"72",169.939609,,"170",3e-05,"1",16.01,hour,"0",0,0,"+","1961",0,,0.13,0
"73",169.946175,,"170",3e-05,"1",6.76,minute,"3",,,"+","1969",,,0.06,
"74",169.949231235,,"170",1.4165e-05,"1",2.42,minute,"0",0,0,"+","1971",0,,0.04,0
"75",169.958234844,,"170",1.2267e-05,"1",,sec,"8",,,"-","1974",,,,
"76",169.963579273,,"170",1.0476e-05,"1",7.37,sec,"0",0,0,"+","1972",0,,0.18,0
"77",169.975113,,"170",0.000109,"1",910,msec,"3",,,"-","1977",,,150,
"78",169.982502087,,"170",1.9588e-05,"1",13.93,msec,"0",0,0,"+","1981",0,,0.16,0
"79",169.996024,,"170",0.000216,"1",290,usec,"2",,,,"2002",,,50,
"80",170.005814,,"170",0.000324,"1",310,usec,"0",0,0,"+","2019",0,,250,0
"64",170.961127,,"171",0.000537,"1",,msec,9/2,,,"+","2018",,,,
"65",170.953011,,"171",0.000429,"1",1.23,sec,3/2,,,"+","2012",,,0.1,
"66",170.946312,,"171",0.000215,"1",4.07,sec,7/2,,,"-","2012",,,0.4,
"67",170.941472713,,"171",0.000644128,"1",53,sec,7/2,,,"-","1989",,,2,
"68",170.938037372,,"171",1.511e-06,"1",7.516,hour,5/2,0.262800008058548,2.85999989509583,"-","1938",0.00400000018998981,,0.002,0.0899999961256981
"69",170.936435162,,"171",1.043e-06,"1",1.92,year,1/2,-0.46000000834465,0,"+","1948",0.00800000037997961,,0.01,0
"70",170.936331515,14.086,"171",1.3e-08,"0",,,1/2,0.984600007534027,0,"-","1934",0.0007999999797903,0.14,,0
"71",170.937918591,,"171",1.999e-06,"1",8.247,day,7/2,0.653142869472504,3.52999997138977,"+","1951",0.00114285724703223,,0.023,0.0299999993294477
"72",170.940492,,"171",3.1e-05,"1",12.1,hour,7/2,-0.192571431398392,3.46000003814697,"+","1951",0.00342857139185071,,0.4,0.0299999993294477
"73",170.944476,,"171",3e-05,"1",23.3,minute,5/2,,,"+","1969",,,0.3,
"74",170.949451,,"171",3e-05,"1",2.38,minute,5/2,,,"-","1983",,,0.04,
"75",170.955716,,"171",3e-05,"1",15.2,sec,9/2,,,"-","1987",,,0.4,
"76",170.963180402,,"171",1.9589e-05,"1",8.3,sec,5/2,,,"-","1972",,,0.2,
"77",170.97164552,,"171",4.1295e-05,"1",3.1,sec,1/2,,0,"+","1967",,,0.3,0
"78",170.981248868,,"171",8.6904e-05,"1",45.5,msec,7/2,,,"-","1981",,,2.5,
"79",170.991881533,,"171",2.2236e-05,"1",22.3,usec,1/2,,0,"+","1997",,,2.4,0
"80",171.003585,,"171",0.000329,"1",70,usec,3/2,,,"-","2004",,,30,
"64",171.964605,,"172",0.000322,"1",,msec,"0",0,0,"+","2018",0,,,0
"65",171.957391,,"172",0.000537,"1",760,msec,"6",,,"+","2012",,,190,
"66",171.948728,,"172",0.000322,"1",3.4,sec,"0",0,0,"+","2012",0,,0.2,0
"67",171.94473,,"172",0.00021,"1",25,sec,"0",0,0,"+","1991",0,,3,0
"68",171.939363461,,"172",4.253e-06,"1",49.3,hour,"0",0,0,"+","1956",0,,0.5,0
"69",171.938406959,,"172",5.884e-06,"1",63.6,hour,"2",,,"-","1956",,,0.3,
"70",171.936386654,21.686,"172",1.4e-08,"0",,,"0",0,0,"+","1934",0,0.13,,0
"71",171.93909132,,"172",2.507e-06,"1",6.7,day,"4",0.722750008106232,3.79999995231628,"-","1951",0.00250000017695129,,0.03,0.0399999991059303
"72",171.939449716,,"172",2.6224e-05,"1",1.87,year,"0",0,0,"+","1951",0,,0.03,0
"73",171.944895,,"172",3e-05,"1",36.8,minute,"3",,,"+","1964",,,0.3,
"74",171.947292,,"172",3e-05,"1",6.6,minute,"0",0,0,"+","1964",0,,0.9,0
"75",171.955376165,,"172",3.8183e-05,"1",55,sec,"2",,,"+","1977",,,5,
"76",171.960017309,,"172",1.3704e-05,"1",19.2,sec,"0",0,0,"+","1971",0,,0.9,0
"77",171.970607035,,"172",3.4785e-05,"1",4.4,sec,"3",,,"-","1967",,,0.3,
"78",171.977341059,,"172",1.1139e-05,"1",97.6,msec,"0",0,0,"+","1981",0,,1.3,0
"79",171.989996704,,"172",6.0287e-05,"1",28,msec,"2",,,,"1993",,,4,
"80",171.998860581,,"172",0.000161098,"1",231,usec,"0",0,0,"+","1999",0,,9,0
"65",172.960805,,"173",0.000537,"1",,msec,3/2,,,"+","2018",,,,
"66",172.953043,,"173",0.000429,"1",1.43,sec,9/2,,,"+","2012",,,0.2,
"67",172.94702,,"173",0.00032,"1",7.1,sec,7/2,,,"-","2012",,,0.4,
"68",172.9424,,"173",0.00021,"1",1.434,minute,7/2,,,"-","1972",,,0.017,
"69",172.93960663,,"173",4.723e-06,"1",8.24,hour,1/2,,0,"+","1961",,,0.08,0
"70",172.938216211,16.103,"173",1.2e-08,"0",,,5/2,-0.271200001239777,2.79999995231628,"-","1934",0.00023999999393709,0.063,,0.0399999991059303
"71",172.938935722,,"173",1.682e-06,"1",1.37,year,7/2,0.64942854642868,3.52999997138977,"+","1951",0.000571428623516113,,0.01,0.0199999995529652
"72",172.940513,,"173",3e-05,"1",23.6,hour,1/2,1.00399994850159,0,"-","1951",0.0140000004321337,,0.1,0
"73",172.94375,,"173",3e-05,"1",3.14,hour,5/2,0.680000007152557,-1.79999995231628,"-","1960",0.0120000001043081,,0.13,0.200000002980232
"74",172.947689,,"173",3e-05,"1",7.6,minute,5/2,,,"-","1963",,,0.2,
"75",172.953243,,"173",3e-05,"1",2,minute,5/2,,,"-","1986",,,0.3,
"76",172.959808387,,"173",1.6059e-05,"1",22.4,sec,5/2,,,"-","1971",,,0.9,
"77",172.967505477,,"173",1.1316e-05,"1",9,sec,1/2,,0,"+","1967",,,0.8,0
"78",172.976449922,,"173",6.8096e-05,"1",382,msec,5/2,,,"-","1966",,,2,
"79",172.986224263,,"173",2.4458e-05,"1",25.5,msec,1/2,,0,"+","1983",,,0.8,0
"80",172.997143,,"173",0.000215,"1",800,usec,7/2,,,"-","1999",,,80,
"65",173.965679,,"174",0.000537,"1",,msec,"2",,,"-","2018",,,,
"66",173.955845,,"174",0.000537,"1",,sec,"0",0,0,"+","2012",0,,,0
"67",173.950757,,"174",0.000322,"1",3.7,sec,"8",,,"-","2012",,,0.4,
"68",173.94423,,"174",0.00032,"1",3.2,minute,"0",0,0,"+","1989",0,,0.2,0
"69",173.942174061,,"174",4.801e-05,"1",5.4,minute,"4",,,"-","1960",,,0.1,
"70",173.938867545,32.025,"174",1.1e-08,"0",,,"0",0,0,"+","1934",0,0.08,,0
"71",173.94034284,,"174",1.682e-06,"1",3.31,year,"1",1.98199999332428,0.773000001907349,"-","1951",0.00500000035390258,,0.05,0.00700000021606684
"72",173.940048377,0.16,"174",2.425e-06,"1",2,Pyear,"0",0,0,"+","1939",0,0.12,0.4,0
"73",173.944454,,"174",3e-05,"1",1.14,hour,"3",,,"+","1960",,,0.08,
