atomic_number,species_name,ion_charge,isoelectonic_sequence,ground_shells,ground_configuration,ground_level,ionized_level,ionization_energy,uncertainty,references,is_semi_empirical,is_theoretical
"51",Sb XVII,"16",Br,[Ar].3d10.4s2.4p5,4p5,2P*<3/2>,4p4 3P<2>,447,3,L8672c99,"0","1"
"51",Sb XVIII,"17",Se,[Ar].3d10.4s2.4p4,4p4,3P<2>,4p3 4S*<3/2>,479,3,L8672c99,"0","1"
"51",Sb XIX,"18",As,[Ar].3d10.4s2.4p3,4p3,4S*<3/2>,4p2 3P<0>,510,3,L8672c99,"0","1"
"51",Sb XX,"19",Ge,[Ar].3d10.4s2.4p2,4p2,3P0,4p 2P*<1/2>,552,4,L8672c99,"0","1"
"51",Sb XXI,"20",Ga,[Ar].3d10.4s2.4p,4p,2P*<1/2>,4s2 1S<0>,584,4,L8672c99,"0","1"
"51",Sb XXII,"21",Zn,[Ar].3d10.4s2,4s2,1S0,4s 2S<1/2>,657,4,L8672c99,"0","1"
"51",Sb XXIII,"22",Cu,[Ar].3d10.4s,4s,2S<1/2>,3d10 1S<0>,693.26,0.24,L10922,"1","0"
"51",Sb XXIV,"23",Ni,[Ar].3d10,"3d10",1S0,3d9 2D<5/2>,1214,4,L8672c99,"0","1"
"51",Sb XXV,"24",Co,[Ar].3d9,"3d9",2D<5/2>,3d8 3F<4>,1285,4,L8672c99,"0","1"
"51",Sb XXVI,"25",Fe,[Ar].3d8,"3d8",3F<4>,3d7 4F<9/2>,1360,4,L8672c99,"0","1"
"51",Sb XXVII,"26",Mn,[Ar].3d7,"3d7",4F<9/2>,3d6 5D<4>,1441,4,L8672c99,"0","1"
"51",Sb XXVIII,"27",Cr,[Ar].3d6,"3d6",5D<4>,3d5 6S<5/2>,1518,4,L8672c99,"0","1"
"51",Sb XXIX,"28",V,[Ar].3d5,"3d5",6S<5/2>,3d4 5D<0>,1606,4,L8672c99,"0","1"
"51",Sb XXX,"29",Ti,[Ar].3d4,"3d4","5D0",3d3 4F<3/2>,1698,4,L8672c99,"0","1"
"51",Sb XXXI,"30",Sc,[Ar].3d3,"3d3",4F<3/2>,3d2 3F<2>,1781,4,L8672c99,"0","1"
"51",Sb XXXII,"31",Ca,[Ar].3d2,"3d2",3F<2>,3d 2D<3/2>,1869,4,L8672c99,"0","1"
"51",Sb XXXIII,"32",K,[Ar].3d,3d,2D<3/2>,3p6 1S<0>,1954,4,L8672c99,"0","1"
"51",Sb XXXIV,"33",Ar,[Ne].3s2.3p6,3p6,1S0,3p5 2P*<3/2>,2190,5,L8672c99,"0","1"
"51",Sb XXXV,"34",Cl,[Ne].3s2.3p5,3p5,2P*<3/2>,3p4 3P<2>,2266,5,L8672c99,"0","1"
"51",Sb XXXVI,"35",S,[Ne].3s2.3p4,3p4,3P<2>,3p3 4S*<3/2>,2349,5,L8672c99,"0","1"
"51",Sb XXXVII,"36",P,[Ne].3s2.3p3,3p3,4S*<3/2>,3p2 3P<0>,2428,5,L8672c99,"0","1"
"51",Sb XXXVIII,"37",Si,[Ne].3s2.3p2,3p2,3P0,3p 2P*<1/2>,2567,4,L8672c99,"0","1"
"51",Sb XXXIX,"38",Al,[Ne].3s2.3p,3p,2P*<1/2>,3s2 1S<0>,2654,4,L8672c99,"0","1"
"51",Sb XL,"39",Mg,[Ne].3s2,3s2,1S0,3s 2S<1/2>,2815,4,L8672c99,"0","1"
"51",Sb XLI,"40",Na,[Ne].3s,3s,2S<1/2>,2p6 1S<0>,2900,0.5,L10264c99,"1","0"
"51",Sb XLII,"41",Ne,1s2.2s2.2p6,2p6,1S0,2p5 2P*<3/2>,6714,4,L8672c99,"0","1"
"51",Sb XLIII,"42",F,1s2.2s2.2p5,2p5,2P*<3/2>,2p4 3P<2>,6929,4,L8672c99,"0","1"
"51",Sb XLIV,"43",O,1s2.2s2.2p4,2p4,3P<2>,"2p2<1/2>.2p<3/2> (0,3/2)*<3/2>",7167,4,L8672c99,"0","1"
"51",Sb XLV,"44",N,1s2.2s2.2p3,2p2<1/2>.2p<3/2>,"(0,3/2)*<3/2>",2p2 3P<0>,7390,4,L8672c99,"0","1"
"51",Sb XLVI,"45",C,1s2.2s2.2p2,2p2,3P0,2p 2P*<1/2>,7887,4,L8672c99,"0","1"
"51",Sb XLVII,"46",B,1s2.2s2.2p,2p,2P*<1/2>,2s2 1S<0>,8140,4,L8672c99,"0","1"
"51",Sb XLVIII,"47",Be,1s2.2s2,2s2,1S0,2s 2S<1/2>,8455,4,L8672c99,"0","1"
"51",Sb XLIX,"48",Li,1s2.2s,2s,2S<1/2>,1s2 1S<0>,8669.48,0.04,L16264c99,"0","1"
"51",Sb L,"49",He,1s2,1s2,1S0,1s 2S<1/2>,35710.03,0.025,L21139,"0","1"
"51",Sb LI,"50",H,1s,1s,2S<1/2>,,36668.183,0.012,L19200,"0","1"
"52",Te I,"0",Te,[Cd].5p4,5p4,3P<2>,5s2.5p3 4S*<3/2>,9.009808,6e-06,L21109,"0","0"
"52",Te II,"1",Sb,[Cd].5p3,5s2.5p3,4S*<3/2>,5s2.5p2 3P<0>,18.6,0.4,L3546,"0","0"
"52",Te III,"2",Sn,[Cd].5p2,5s2.5p2,3P0,5s2.5p 2P<1/2>,27.84,0.04,L17749,"0","0"
"52",Te IV,"3",In,[Cd].5p,5s2.5p,2P*<1/2>,5s2 1S<0>,37.4155,0.0012,L16261,"0","0"
"52",Te V,"4",Cd,[Kr].4d10.5s2,5s2,1S0,5s 2S<1/2>,59.3,0.9,L11821c99,"0","0"
"52",Te VI,"5",Ag,[Kr].4d10.5s,4d10.5s,2S<1/2>,4d10 1S<0>,69.1,2,L8672c99,"0","1"
"52",Te VII,"6",Pd,[Kr].4d10,"4d10",1S0,4d9 2D<5/2>,124.2,0.06,L11384,"0","0"
"52",Te VIII,"7",Rh,[Kr].4d9,"4d9",2D<5/2>,4d8 3F<4>,143,2.1,L8672c99,"0","1"
"52",Te IX,"8",Ru,[Kr].4d8,"4d8",3F<4>,4d7 4F<9/2>,167,2.2,L8672c99,"0","1"
"52",Te X,"9",Tc,[Kr].4d7,"4d7",4F<9/2>,4d6 5D<4>,191.1,2.2,L8672c99,"0","1"
"52",Te XI,"10",Mo,[Kr].4d6,"4d6",5D<4>,4d5 6S<5/2>,215,2.4,L8672c99,"0","1"
"52",Te XII,"11",Nb,[Kr].4d5,"4d5",6S<5/2>,4d4 5D<0>,245,2.5,L8672c99,"0","1"
"52",Te XIII,"12",Zr,[Kr].4d4,"4d4","5D0",4d3 4F<3/2>,272,3,L8672c99,"0","1"
"52",Te XIV,"13",Y,[Kr].4d3,"4d3",4F<3/2>,4d2 3F<2>,299,3,L8672c99,"0","1"
"52",Te XV,"14",Sr,[Kr].4d2,"4d2",3F<2>,4d 2D<3/2>,328,3,L8672c99,"0","1"
"52",Te XVI,"15",Rb,[Kr].4d,4d,2D<3/2>,4p6 1S<0>,354,3,L8672c99,"0","1"
"52",Te XVII,"16",Kr,[Ar].3d10.4s2.4p6,4p6,1S0,4p5 2P*<3/2>,461,3,L8672c99,"0","1"
"52",Te XVIII,"17",Br,[Ar].3d10.4s2.4p5,4p5,2P*<3/2>,4p4 3P<2>,491,3,L8672c99,"0","1"
"52",Te XIX,"18",Se,[Ar].3d10.4s2.4p4,4p4,3P<2>,4p3 4S*<3/2>,522,3,L8672c99,"0","1"
"52",Te XX,"19",As,[Ar].3d10.4s2.4p3,4p3,4S*<3/2>,4p2 3P<0>,555,4,L8672c99,"0","1"
"52",Te XXI,"20",Ge,[Ar].3d10.4s2.4p2,4p2,3P0,4p 2P*<1/2>,599,4,L8672c99,"0","1"
"52",Te XXII,"21",Ga,[Ar].3d10.4s2.4p,4p,2P*<1/2>,4s2 1S<0>,633,4,L8672c99,"0","1"
"52",Te XXIII,"22",Zn,[Ar].3d10.4s2,4s2,1S0,4s 2S<1/2>,709,4,L8672c99,"0","1"
"52",Te XXIV,"23",Cu,[Ar].3d10.4s,4s,2S<1/2>,3d10 1S<0>,746.12,0.25,L10922,"1","0"
"52",Te XXV,"24",Ni,[Ar].3d10,"3d10",1S0,3d9 2D<5/2>,1304,4,L8672c99,"0","1"
"52",Te XXVI,"25",Co,[Ar].3d9,"3d9",2D<5/2>,3d8 3F<4>,1377,4,L8672c99,"0","1"
"52",Te XXVII,"26",Fe,[Ar].3d8,"3d8",3F<4>,3d7 4F<9/2>,1455,4,L8672c99,"0","1"
"52",Te XXVIII,"27",Mn,[Ar].3d7,"3d7",4F<9/2>,3d6 5D<4>,1538,4,L8672c99,"0","1"
"52",Te XXIX,"28",Cr,[Ar].3d6,"3d6",5D<4>,3d5 6S<5/2>,1618,4,L8672c99,"0","1"
"52",Te XXX,"29",V,[Ar].3d5,"3d5",6S<5/2>,3d4 5D<0>,1707,4,L8672c99,"0","1"
"52",Te XXXI,"30",Ti,[Ar].3d4,"3d4","5D0",3d3 4F<3/2>,1803,4,L8672c99,"0","1"
"52",Te XXXII,"31",Sc,[Ar].3d3,"3d3",4F<3/2>,3d2 3F<2>,1889,4,L8672c99,"0","1"
"52",Te XXXIII,"32",Ca,[Ar].3d2,"3d2",3F<2>,3d 2D<3/2>,1979,4,L8672c99,"0","1"
"52",Te XXXIV,"33",K,[Ar].3d,3d,2D<3/2>,3p6 1S<0>,2066,5,L8672c99,"0","1"
"52",Te XXXV,"34",Ar,[Ne].3s2.3p6,3p6,1S0,3p5 2P*<3/2>,2309,5,L8672c99,"0","1"
"52",Te XXXVI,"35",Cl,[Ne].3s2.3p5,3p5,2P*<3/2>,3p4 3P<2>,2386,5,L8672c99,"0","1"
"52",Te XXXVII,"36",S,[Ne].3s2.3p4,3p4,3P<2>,3p3 4S*<3/2>,2472,5,L8672c99,"0","1"
"52",Te XXXVIII,"37",P,[Ne].3s2.3p3,3p3,4S*<3/2>,3p2 3P<0>,2552,4,L8672c99,"0","1"
"52",Te XXXIX,"38",Si,[Ne].3s2.3p2,3p2,3P0,3p 2P*<1/2>,2700,4,L8672c99,"0","1"
"52",Te XL,"39",Al,[Ne].3s2.3p,3p,2P*<1/2>,3s2 1S<0>,2788,4,L8672c99,"0","1"
"52",Te XLI,"40",Mg,[Ne].3s2,3s2,1S0,3s 2S<1/2>,2954,4,L8672c99,"0","1"
"52",Te XLII,"41",Na,[Ne].3s,3s,2S<1/2>,2p6 1S<0>,3041,0.5,L10264c99,"1","0"
"52",Te XLIII,"42",Ne,1s2.2s2.2p6,2p6,1S0,2p5 2P*<3/2>,7022,4,L8672c99,"0","1"
"52",Te XLIV,"43",F,1s2.2s2.2p5,2p5,2P*<3/2>,2p4 3P<2>,7243,4,L8672c99,"0","1"
"52",Te XLV,"44",O,1s2.2s2.2p4,2p4,3P<2>,"2p2<1/2>.2p<3/2> (0,3/2)*<3/2>",7485,4,L8672c99,"0","1"
"52",Te XLVI,"45",N,1s2.2s2.2p3,2p2<1/2>.2p<3/2>,"(0,3/2)*<3/2>",2p2 3P<0>,7714,4,L8672c99,"0","1"
"52",Te XLVII,"46",C,1s2.2s2.2p2,2p2,3P0,2p 2P*<1/2>,8240,4,L8672c99,"0","1"
"52",Te XLVIII,"47",B,1s2.2s2.2p,2p,2P*<1/2>,2s2 1S<0>,8499,4,L8672c99,"0","1"
"52",Te XLIX,"48",Be,1s2.2s2,2s2,1S0,2s 2S<1/2>,8821,4,L8672c99,"0","1"
"52",Te L,"49",Li,1s2.2s,2s,2S<1/2>,1s2 1S<0>,9040.83,0.04,L16264c99,"0","1"
"52",Te LI,"50",He,1s2,1s2,1S0,1s 2S<1/2>,37196.52,0.03,L21139,"0","1"
"52",Te LII,"51",H,1s,1s,2S<1/2>,,38177.74,0.015,L19200,"0","1"
"53",I I,"0",I,[Cd].5p5,5s2.5p5,2P*<3/2>,5s2.5p4 3P<2>,10.451236,2.5e-05,"L13998,L22518","0","0"
"53",I II,"1",Te,[Cd].5p4,5s2.5p4,3P<2>,5s2.5p3 4S<3/2>,19.13126,0.00012,L7360,"0","0"
"53",I III,"2",Sb,[Cd].5p3,5s2.5p3,4S*<3/2>,5s2.5p2 3P<0>,29.57,0.025,L11993,"0","0"
"53",I IV,"3",Sn,[Cd].5p2,5s2.5p2,3P0,5s2.5p 2P<1/2>,40.357,0.025,L11994,"0","0"
"53",I V,"4",In,[Cd].5p,5s2.5p,2P*<1/2>,5s2 1S<0>,51.52,0.04,L10105,"0","0"
"53",I VI,"5",Cd,[Kr].4d10.5s2,5s2,1S0,5s 2S<1/2>,74.4,0.4,L10105,"1","0"
"53",I VII,"6",Ag,[Kr].4d10.5s,4d10.5s,2S<1/2>,4d10 1S<0>,87.61,0.06,L5438,"1","0"
"53",I VIII,"7",Pd,[Kr].4d10,"4d10",1S0,4d9 2D<5/2>,150.81,0.1,L11384,"0","0"
"53",I IX,"8",Rh,[Kr].4d9,"4d9",2D<5/2>,4d8 3F<4>,171,2.2,L8672c99,"0","1"
"53",I X,"9",Ru,[Kr].4d8,"4d8",3F<4>,4d7 4F<9/2>,197,2.2,L8672c99,"0","1"
"53",I XI,"10",Tc,[Kr].4d7,"4d7",4F<9/2>,4d6 5D<4>,220.9,2.4,L8672c99,"0","1"
"53",I XII,"11",Mo,[Kr].4d6,"4d6",5D<4>,4d5 6S<5/2>,247,2.5,L8672c99,"0","1"
"53",I XIII,"12",Nb,[Kr].4d5,"4d5",6S<5/2>,4d4 5D<0>,279,3,L8672c99,"0","1"
"53",I XIV,"13",Zr,[Kr].4d4,"4d4","5D0",4d3 4F<3/2>,307,3,L8672c99,"0","1"
"53",I XV,"14",Y,[Kr].4d3,"4d3",4F<3/2>,4d2 3F<2>,335,3,L8672c99,"0","1"
"53",I XVI,"15",Sr,[Kr].4d2,"4d2",3F<2>,4d 2D<3/2>,365,3,L8672c99,"0","1"
"53",I XVII,"16",Rb,[Kr].4d,4d,2D<3/2>,4p6 1S<0>,393,3,L8672c99,"0","1"
"53",I XVIII,"17",Kr,[Ar].3d10.4s2.4p6,4p6,1S0,4p5 2P*<3/2>,505,3,L8672c99,"0","1"
"53",I XIX,"18",Br,[Ar].3d10.4s2.4p5,4p5,2P*<3/2>,4p4 3P<2>,535,3,L8672c99,"0","1"
"53",I XX,"19",Se,[Ar].3d10.4s2.4p4,4p4,3P<2>,4p3 4S*<3/2>,569,4,L8672c99,"0","1"
"53",I XXI,"20",As,[Ar].3d10.4s2.4p3,4p3,4S*<3/2>,4p2 3P<0>,601,4,L8672c99,"0","1"
"53",I XXII,"21",Ge,[Ar].3d10.4s2.4p2,4p2,3P0,4p 2P*<1/2>,649,4,L8672c99,"0","1"
"53",I XXIII,"22",Ga,[Ar].3d10.4s2.4p,4p,2P*<1/2>,4s2 1S<0>,683,4,L8672c99,"0","1"
"53",I XXIV,"23",Zn,[Ar].3d10.4s2,4s2,1S0,4s 2S<1/2>,762,4,L8672c99,"0","1"
"53",I XXV,"24",Cu,[Ar].3d10.4s,4s,2S<1/2>,3d10 1S<0>,800.8,0.4,L10278,"1","0"
"53",I XXVI,"25",Ni,[Ar].3d10,"3d10",1S0,3d9 2D<5/2>,1397,4,L8672c99,"0","1"
"53",I XXVII,"26",Co,[Ar].3d9,"3d9",2D<5/2>,3d8 3F<4>,1472,4,L8672c99,"0","1"
"53",I XXVIII,"27",Fe,[Ar].3d8,"3d8",3F<4>,3d7 4F<9/2>,1553,4,L8672c99,"0","1"
"53",I XXIX,"28",Mn,[Ar].3d7,"3d7",4F<9/2>,3d6 5D<4>,1639,4,L8672c99,"0","1"
"53",I XXX,"29",Cr,[Ar].3d6,"3d6",5D<4>,3d5 6S<5/2>,1720,4,L8672c99,"0","1"
"53",I XXXI,"30",V,[Ar].3d5,"3d5",6S<5/2>,3d4 5D<0>,1812,4,L8672c99,"0","1"
"53",I XXXII,"31",Ti,[Ar].3d4,"3d4","5D0",3d3 4F<3/2>,1911,4,L8672c99,"0","1"
"53",I XXXIII,"32",Sc,[Ar].3d3,"3d3",4F<3/2>,3d2 3F<2>,1999,4,L8672c99,"0","1"
"53",I XXXIV,"33",Ca,[Ar].3d2,"3d2",3F<2>,3d 2D<3/2>,2093,5,L8672c99,"0","1"
"53",I XXXV,"34",K,[Ar].3d,3d,2D<3/2>,3p6 1S<0>,2181,5,L8672c99,"0","1"
"53",I XXXVI,"35",Ar,[Ne].3s2.3p6,3p6,1S0,3p5 2P*<3/2>,2431,5,L8672c99,"0","1"
"53",I XXXVII,"36",Cl,[Ne].3s2.3p5,3p5,2P*<3/2>,3p4 3P<2>,2510,5,L8672c99,"0","1"
"53",I XXXVIII,"37",S,[Ne].3s2.3p4,3p4,3P<2>,3p3 4S*<3/2>,2598,4,L8672c99,"0","1"
"53",I XXXIX,"38",P,[Ne].3s2.3p3,3p3,4S*<3/2>,3p2 3P<0>,2680,4,L8672c99,"0","1"
"53",I XL,"39",Si,[Ne].3s2.3p2,3p2,3P0,3p 2P*<1/2>,2836,4,L8672c99,"0","1"
"53",I XLI,"40",Al,[Ne].3s2.3p,3p,2P*<1/2>,3s2 1S<0>,2926,4,L8672c99,"0","1"
"53",I XLII,"41",Mg,[Ne].3s2,3s2,1S0,3s 2S<1/2>,3096,4,L8672c99,"0","1"
"53",I XLIII,"42",Na,[Ne].3s,3s,2S<1/2>,2p6 1S<0>,3185.5,0.5,L10264c99,"1","0"
"53",I XLIV,"43",Ne,1s2.2s2.2p6,2p6,1S0,2p5 2P*<3/2>,7337,4,L8672c99,"0","1"
"53",I XLV,"44",F,1s2.2s2.2p5,2p5,2P*<3/2>,2p4 3P<2>,7563,4,L8672c99,"0","1"
"53",I XLVI,"45",O,1s2.2s2.2p4,2p4,3P<2>,"2p2<1/2>.2p<3/2> (0,3/2)*<3/2>",7811,4,L8672c99,"0","1"
"53",I XLVII,"46",N,1s2.2s2.2p3,2p2<1/2>.2p<3/2>,"(0,3/2)*<3/2>",2p2 3P<0>,8044,4,L8672c99,"0","1"
"53",I XLVIII,"47",C,1s2.2s2.2p2,2p2,3P0,2p 2P*<1/2>,8601,4,L8672c99,"0","1"
"53",I XLIX,"48",B,1s2.2s2.2p,2p,2P*<1/2>,2s2 1S<0>,8867,4,L8672c99,"0","1"
"53",I L,"49",Be,1s2.2s2,2s2,1S0,2s 2S<1/2>,9196,4,L8672c99,"0","1"
"53",I LI,"50",Li,1s2.2s,2s,2S<1/2>,1s2 1S<0>,9421.1,0.04,L16264c99,"0","1"
"53",I LII,"51",He,1s2,1s2,1S0,1s 2S<1/2>,38717,0.03,L21139,"0","1"
"53",I LIII,"52",H,1s,1s,2S<1/2>,,39721.549,0.017,L19200,"0","1"
"54",Xe I,"0",Xe,[Cd].5p6,5p6,1S0,5s2.5p5 2P*<3/2>,12.1298437,1.5e-06,"L12013,L9794,L6426","0","0"
"54",Xe II,"1",I,[Cd].5p5,5s2.5p5,2P*<3/2>,5s2.5p4 3P<2>,20.975,0.004,L6925,"1","0"
"54",Xe III,"2",Te,[Cd].5p4,5s2.5p4,3P<2>,5s2.5p3 4S<3/2>,31.05,0.04,"L4660,L10579","1","0"
"54",Xe IV,"3",Sb,[Cd].5p3,5s2.5p3,4S*<3/2>,5s2.5p2 3P<0>,42.2,0.2,L8774,"0","0"
"54",Xe V,"4",Sn,[Cd].5p2,5s2.5p2,3P0,5s2.5p 2P<1/2>,54.1,0.5,L11121,"1","0"
"54",Xe VI,"5",In,[Cd].5p,5s2.5p,2P*<1/2>,5s2 1S<0>,66.703,0.007,L11642,"0","0"
"54",Xe VII,"6",Cd,[Kr].4d10.5s2,5s2,1S0,5s 2S<1/2>,91.6,0.5,L6980,"1","0"
"54",Xe VIII,"7",Ag,[Kr].4d10.5s,5s,2S<1/2>,4d10 1S<0>,105.9778,0.0025,L9065,"0","0"
"54",Xe IX,"8",Pd,[Kr].4d10,"4d10",1S0,4d9 2D<5/2>,179.84,0.12,L11883,"0","0"
"54",Xe X,"9",Rh,[Kr].4d9,"4d9",2D<5/2>,4d8 3F<4>,202,2.2,L8672c99,"0","1"
"54",Xe XI,"10",Ru,[Kr].4d8,4p6.4d8,3F<4>,4d7 4F<9/2>,229.02,0.2,L12003,"1","0"
"54",Xe XII,"11",Tc,[Kr].4d7,"4d7",4F<9/2>,4d6 5D<4>,255,2.5,L8672c99,"0","1"
"54",Xe XIII,"12",Mo,[Kr].4d6,"4d6",5D<4>,4d5 6S<5/2>,281,3,L8672c99,"0","1"
"54",Xe XIV,"13",Nb,[Kr].4d5,"4d5",6S<5/2>,4d4 5D<0>,314,3,L8672c99,"0","1"
"54",Xe XV,"14",Zr,[Kr].4d4,"4d4","5D0",4d3 4F<3/2>,343,3,L8672c99,"0","1"
"54",Xe XVI,"15",Y,[Kr].4d3,"4d3",4F<3/2>,4d2 3F<2>,374,3,L8672c99,"0","1"
"54",Xe XVII,"16",Sr,[Kr].4d2,"4d2",3F<2>,4d 2D<3/2>,404,3,L8672c99,"0","1"
"54",Xe XVIII,"17",Rb,[Kr].4d,4d,2D<3/2>,4p6 1S<0>,434,3,L8672c99,"0","1"
"54",Xe XIX,"18",Kr,[Ar].3d10.4s2.4p6,4p6,1S0,4p5 2P*<3/2>,549,3,L8672c99,"0","1"
"54",Xe XX,"19",Br,[Ar].3d10.4s2.4p5,4p5,2P*<3/2>,4p4 3P<2>,582,4,L8672c99,"0","1"
"54",Xe XXI,"20",Se,[Ar].3d10.4s2.4p4,4p4,3P<2>,4p3 4S*<3/2>,616,4,L8672c99,"0","1"
"54",Xe XXII,"21",As,[Ar].3d10.4s2.4p3,4p3,4S*<3/2>,4p2 3P<0>,650,4,L8672c99,"0","1"
"54",Xe XXIII,"22",Ge,[Ar].3d10.4s2.4p2,4p2,3P0,4p 2P*<1/2>,700,4,L8672c99,"0","1"
"54",Xe XXIV,"23",Ga,[Ar].3d10.4s2.4p,4p,2P*<1/2>,4s2 1S<0>,736,4,L8672c99,"0","1"
"54",Xe XXV,"24",Zn,[Ar].3d10.4s2,4s2,1S0,4s 2S<1/2>,818,4,L8672c99,"0","1"
"54",Xe XXVI,"25",Cu,[Ar].3d10.4s,3d10.4s,2S<1/2>,3d10 1S<0>,857,0.4,L10107,"1","0"
"54",Xe XXVII,"26",Ni,[Ar].3d10,3p6.3d10,1S0,3d9 2D<5/2>,1493,4,L8672c99,"0","1"
"54",Xe XXVIII,"27",Co,[Ar].3d9,3p6.3d9,2D<5/2>,3d8 3F<4>,1571,4,L8672c99,"0","1"
"54",Xe XXIX,"28",Fe,[Ar].3d8,3p6.3d4<3/2>.3d4<5/2>,"(0,4)<4>",3d7 4F<9/2>,1653,4,L8672c99,"0","1"
"54",Xe XXX,"29",Mn,[Ar].3d7,"3d7",4F<9/2>,3d6 5D<4>,1742,4,L8672c99,"0","1"
"54",Xe XXXI,"30",Cr,[Ar].3d6,"3d6",5D<4>,3d5 6S<5/2>,1826,4,L8672c99,"0","1"
"54",Xe XXXII,"31",V,[Ar].3d5,"3d5",6S<5/2>,3d4 5D<0>,1919,4,L8672c99,"0","1"
"54",Xe XXXIII,"32",Ti,[Ar].3d4,"3d4","5D0",3d3 4F<3/2>,2023,4,L8672c99,"0","1"
"54",Xe XXXIV,"33",Sc,[Ar].3d3,"3d3",4F<3/2>,3d2 3F<2>,2113,5,L8672c99,"0","1"
"54",Xe XXXV,"34",Ca,[Ar].3d2,"3d2",3F<2>,3d 2D<3/2>,2209,5,L8672c99,"0","1"
"54",Xe XXXVI,"35",K,[Ar].3d,3d,2D<3/2>,3p6 1S<0>,2300,5,L8672c99,"0","1"
"54",Xe XXXVII,"36",Ar,[Ne].3s2.3p6,3p6,1S0,3p5 2P*<3/2>,2556,5,L8672c99,"0","1"
"54",Xe XXXVIII,"37",Cl,[Ne].3s2.3p5,3p5,2P*<3/2>,3p4 3P<2>,2637,4,L8672c99,"0","1"
"54",Xe XXXIX,"38",S,[Ne].3s2.3p4,3p4,3P<2>,3p3 4S*<3/2>,2726,4,L8672c99,"0","1"
"54",Xe XL,"39",P,[Ne].3s2.3p3,3p3,4S*<3/2>,3p2 3P<0>,2811,4,L8672c99,"0","1"
"54",Xe XLI,"40",Si,[Ne].3s2.3p2,3p2,3P0,3p 2P*<1/2>,2975,4,L8672c99,"0","1"
"54",Xe XLII,"41",Al,[Ne].3s2.3p,3p,2P*<1/2>,3s2 1S<0>,3068,4,L8672c99,"0","1"
"54",Xe XLIII,"42",Mg,[Ne].3s2,3s2,1S0,3s 2S<1/2>,3243,4,L8672c99,"0","1"
"54",Xe XLIV,"43",Na,[Ne].3s,3s,2S<1/2>,2p6 1S<0>,3333.8,0.5,L10264c99,"1","0"
"54",Xe XLV,"44",Ne,1s2.2s2.2p6,2p6,1S0,2p5 2P*<3/2>,7660,4,L8672c99,"0","1"
"54",Xe XLVI,"45",F,1s2.2s2.2p5,2p5,2P*<3/2>,2p4 3P<2>,7889,4,L8672c99,"0","1"
"54",Xe XLVII,"46",O,1s2.2s2.2p4,2p4,3P<2>,"2p2<1/2>.2p<3/2> (0,3/2)*<3/2>",8144,4,L8672c99,"0","1"
"54",Xe XLVIII,"47",N,1s2.2s2.2p3,2p2<1/2>.2p<3/2>,"(0,3/2)*<3/2>",2p2 3P<0>,8382,4,L8672c99,"0","1"
"54",Xe XLIX,"48",C,1s2.2s2.2p2,2p2,3P0,2p 2P*<1/2>,8971,4,L8672c99,"0","1"
"54",Xe L,"49",B,1s2.2s2.2p,2p,2P*<1/2>,2s2 1S<0>,9243,4,L8672c99,"0","1"
"54",Xe LI,"50",Be,1s2.2s2,2s2,1S0,2s 2S<1/2>,9581,4,L8672c99,"0","1"
"54",Xe LII,"51",Li,1s2.2s,2s,2S<1/2>,1s2 1S<0>,9810.37,0.04,L16264c99,"0","1"
"54",Xe LIII,"52",He,1s2,1s2,1S0,1s 2S<1/2>,40271.73,0.03,L21139,"0","1"
"54",Xe LIV,"53",H,1s,1s,2S<1/2>,,41299.892,0.019,L19200,"0","1"
"55",Cs I,"0",Cs,[Xe].6s,5p6.6s,2S<1/2>,5s2.5p6 1S<0>,3.89390572743,1.7e-10,L19479,"0","0"
"55",Cs II,"1",Xe,[Cd].5p6,5p6,1S0,5s2.5p5 2P*<3/2>,23.15745,6e-05,L6838,"0","0"
"55",Cs III,"2",I,[Cd].5p5,5s2.5p5,2P*<3/2>,5s2.5p4 3P<2>,33.195,0.004,L14869,"1","0"
"55",Cs IV,"3",Te,[Cd].5p4,5s2.5p4,3P<2>,5s2.5p3 4S*<3/2>,43,1.7,L8672c99,"0","1"
"55",Cs V,"4",Sb,[Cd].5p3,5s2.5p3,4S*<3/2>,5s2.5p2 3P<0>,56,1.9,L8672c99,"0","1"
"55",Cs VI,"5",Sn,[Cd].5p2,5s2.5p2,3P0,5s2.5p 2P*<1/2>,69.1,2,L8672c99,"0","1"
"55",Cs VII,"6",In,[Cd].5p,5s2.5p,2P*<1/2>,5s2 1S<0>,82.9,2,L8672c99,"0","1"
"55",Cs VIII,"7",Cd,[Kr].4d10.5s2,5s2,1S0,5s 2S<1/2>,110.1,0.6,L6980,"1","0"
"55",Cs IX,"8",Ag,[Kr].4d10.5s,4d10.5s,2S<1/2>,4d10 1S<0>,125.61,0.09,L5438,"1","0"
"55",Cs X,"9",Pd,[Kr].4d10,"4d10",1S0,4d9 2D<5/2>,213.3,2.5,L11384c99,"0","0"
"55",Cs XI,"10",Rh,[Kr].4d9,"4d9",2D<5/2>,4d8 3F<4>,233,2.4,L8672c99,"0","1"
"55",Cs XII,"11",Ru,[Kr].4d8,"4d8",3F<4>,4d7 4F<9/2>,261,2.5,L8672c99,"0","1"
"55",Cs XIII,"12",Tc,[Kr].4d7,"4d7",4F<9/2>,4d6 5D<4>,289,3,L8672c99,"0","1"
"55",Cs XIV,"13",Mo,[Kr].4d6,"4d6",5D<4>,4d5 6S<5/2>,316,3,L8672c99,"0","1"
